,urban_area,target_variable,target_entity,num_datapoints,model_embeddings,trial,train_f1,val_f1,test_f1,train_score,val_score,test_score
142,Philadelphia,Median Home Value,bg,29566,Feat\&PC-LightGCN,2,0.9864705882352941,0.8133802816901409,0.8186619718309859,0.9979778546712803,0.8923700654632019,0.9021709482245587
143,Philadelphia,Median Home Value,bg,29566,Feat\&PC-LightGCN,3,0.9858823529411764,0.8221830985915493,0.8186619718309859,0.999042214532872,0.9131868676849831,0.9086924717317992
144,Philadelphia,Median Home Value,bg,29566,Feat\&PC-LightGCN,4,0.9870588235294118,0.852112676056338,0.8345070422535211,0.9978242214532872,0.9217727137472724,0.9143833068835547
145,Philadelphia,Median Home Value,bg,29566,Feat\&PC-LightGCN,5,0.9888235294117647,0.829225352112676,0.8397887323943662,0.9994505190311418,0.9132426601864709,0.9197951795278715
146,Philadelphia,Median Home Value,bg,29566,Feat\&PC-LightGCN,6,0.981764705882353,0.8503521126760564,0.8345070422535211,0.9983806228373702,0.9139431660384845,0.9054875024796667
147,Philadelphia,Median Home Value,bg,29566,Feat\&PC-LightGCN,7,0.9841176470588235,0.8380281690140845,0.846830985915493,0.9990726643598616,0.9179602261456061,0.9081903392184091
148,Philadelphia,Median Home Value,bg,29566,Feat\&PC-LightGCN,8,0.9876470588235294,0.8204225352112676,0.8028169014084507,0.9992207612456748,0.9041856774449514,0.8916819579448523
149,Philadelphia,Median Home Value,bg,29566,Feat\&PC-LightGCN,9,0.9894117647058823,0.8169014084507042,0.8098591549295775,0.9990325259515571,0.8985134397936916,0.8941802221781392
150,Philadelphia,Median Home Value,bg,29566,NoPreTrain,0,0.9611764705882353,0.7852112676056338,0.778169014084507,0.993201384083045,0.8623165046617735,0.8554106328109502
151,Philadelphia,Median Home Value,bg,29566,NoPreTrain,1,0.9976470588235294,0.7852112676056338,0.7975352112676056,0.9999792387543253,0.8535880777623487,0.8393919857171196
152,Philadelphia,Median Home Value,bg,29566,NoPreTrain,2,0.991764705882353,0.7588028169014085,0.7904929577464789,0.9996968858131488,0.8220715135885737,0.8645358063876214
153,Philadelphia,Median Home Value,bg,29566,NoPreTrain,3,0.9876470588235294,0.7693661971830986,0.7940140845070423,0.9995224913494809,0.8539228327712755,0.8452316008728427
154,Philadelphia,Median Home Value,bg,29566,NoPreTrain,4,0.9794117647058823,0.7940140845070423,0.7693661971830986,0.99720276816609,0.8628310355088276,0.8261257686966871
155,Philadelphia,Median Home Value,bg,29566,NoPreTrain,5,0.9770588235294118,0.801056338028169,0.8080985915492958,0.9958034602076125,0.8614610196389605,0.8747644316603849
156,Philadelphia,Median Home Value,bg,29566,NoPreTrain,6,0.9976470588235294,0.8045774647887324,0.7799295774647887,0.9998961937716263,0.8700282682007539,0.8452811942074985
157,Philadelphia,Median Home Value,bg,29566,NoPreTrain,7,0.9952941176470588,0.8116197183098591,0.7693661971830986,0.9999640138408304,0.876648978377306,0.8584854195596111
158,Philadelphia,Median Home Value,bg,29566,NoPreTrain,8,1.0,0.7834507042253521,0.7852112676056338,1.0,0.8589937512398333,0.859092937909145
